"","NSC","NAME","FDA_STATUS","MOA","PUBCHEM_ID","SMILES","TOTAL_EXPS","TOTAL_EXPS_AFTER_QC"
"6883",6883,"72I9A2I712","","",221812,"[O-][N+](=O)c1cccc(Oc2ccc(cc2[N+](=O)[O-])[N+](=O)[O-])c1",1,1
"6891",6891,"N-(4-Bromophenyl)-3,4-dichlorobenzamide","","",221819,"Clc1ccc(cc1Cl)C(=O)Nc2ccc(Br)cc2",2,1
"6926",6926,"",NA,NA,NA,"O=C(NNc1ccccc1)C(=O)NNc2ccccc2",1,1
"7215",7215,"tetraaminoditolylmethane",NA,NA,NA,"Cc1cc(Cc2cc(C)c(N)cc2N)c(N)cc1N",1,1
"7223",7223,"chrome black t",NA,NA,NA,"[Na+].Oc1cc(c2cc(ccc2c1N=Nc3ccc4ccccc4c3O)[N+](=O)[O-])S(=O)(=O)O",4,2
"7233",7233,"9,24-Dibromononacyclo[18.10.2.22,5.03,16.04,13.06,11.017,31.022,27.028,32]tetratriaconta-1(31),2,4,6(11),7,9,13,15,17,19,22(27),23,25,28(32),29,33-hexadecaene-12,21-dione","","",222032,"Brc1ccc2c(c1)C(=O)c3ccc4c5ccc6C(=O)c7cc(Br)ccc7c8ccc(c9ccc2c3c49)c5c68",1,1
"7354",7354,"6-hydrazinopurine","","",94902,"N\N=C\1/N=CNc2nc[nH]c12",2,2
"7359",7359,"xylosyl a",NA,NA,NA,"Nc1ncnc2c1ncn2C3OC(CO)C(O)C3O",2,2
"7364",7364,"ddmp",NA,NA,NA,"Cc1nc(N)nc(N)c1c2ccc(Cl)c(Cl)c2",3,2
"7365",7365,"Diazooxonorleucine",NA,NA,NA,"NC(CCC(=O)C=[N+]=[N-])C(=O)O",12,4
"7376",7376,"",NA,NA,NA,"COc1cc(\C=C\[N+](=O)[O-])ccc1O",1,1
"7389",7389,"phenanthraquinone",NA,NA,NA,"O=C1C(=O)c2ccccc2c3ccccc13",1,1
"7390",7390,"",NA,NA,NA,"COc1ccc(\C=C\[N+](=O)[O-])cc1OC",1,1
"7420",7420,"5-Bromo-3-cyclohexyl-2-hydroxybenzamide","","",222105,"NC(=O)c1cc(Br)cc(C2CCCCC2)c1O",1,1
"7436",7436,"Sulfanilanilide, 4'-tert-butyl-","","",222114,"CC(C)(C)c1ccc(NS(=O)(=O)c2ccc(N)cc2)cc1",1,1
"7519",7519,"BUPHANIDRINE, PERCHLORATE","","",457798,"COC1CC2N3CCC2(C=C1)c4cc5OCOc5c(OC)c4C3",1,1
"7521",7521,"simeon",NA,NA,NA,"CC1OC(O[C@H]2CC[C@]3(C)[C@H]4CC[C@]5(C)[C@H](CC[C@]5(O)[C@@H]4CCC3=C2)C6=COC(=O)C=C6)C(O)C(O)C1O",9,2
"7525",7525,"transvaalin","","",222156,"CC1OC(O[C@H]2CC[C@]3(C)[C@H]4CC[C@]5(C)[C@H](CC[C@]5(O)[C@@H]4CCC3=C2)C6=COC(=O)C=C6)C(O)C(OC7OC(CO)C(O)C(O)C7O)C1O",6,1
"7529",7529,"digimed",NA,NA,NA,"CC1OC(CC(O)C1O)OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC7(C)C(CCC67O)C8=CC(=O)OC8)C4)OC3C)OC2C",3,1
"7530",7530,"strophanthoside-k",NA,NA,NA,"COC1CC(O[C@H]2CC[C@]3(C=O)[C@H]4CC[C@]5(C)[C@H](CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)C6=CC(=O)OC6)OC(C)C1OC7OC(COC8OC(CO)C(O)C(O)C8O)C(O)C(O)C7O",2,2
"7532",7532,"Adigal",NA,NA,NA,"CC1OC(CC(O)C1OC2CC(O)C(OC3CC(OC(=O)C)C(OC4OC(CO)C(O)C(O)C4O)C(C)O3)C(C)O2)OC5CCC6(C)C(CCC7C6CCC8(C)C(CCC78O)C9=CC(=O)OC9)C5",2,2
"7533",7533,"Allocor",NA,NA,NA,"CC1OC(CC(O)C1OC2CC(O)C(OC3CC(OC(=O)C)C(OC4OC(CO)C(O)C(O)C4O)C(C)O3)C(C)O2)OC5CCC6(C)C(CCC7C6CC(O)C8(C)C(CCC78O)C9=CC(=O)OC9)C5",2,2
"7534",7534,"SCILLIROSIDIN, GLYCOSIDE","","",222160,"CC(=O)OC1CC2(O)C(CCC3(C)C(CCC23O)C4=COC(=O)C=C4)C5(C)CCC(O)C=C15",10,5
"7535",7535,"lanatoside b",NA,NA,NA,"CC1OC(CC(O)C1OC2CC(O)C(OC3CC(OC(=O)C)C(OC4OC(CO)C(O)C(O)C4O)C(C)O3)C(C)O2)OC5CCC6(C)C(CCC7C6CCC8(C)C(C(O)CC78O)C9=CC(=O)OC9)C5",2,2
"7606",7606,"Alantan",NA,NA,NA,"NC(=O)NC1NC(=O)NC1=O",1,1
"7757",7757,"Bornyl cinnamate",NA,NA,NA,"CC1(C)[C@@H]2CC[C@]1(C)[C@@H](C2)OC(=O)\C=C\c3ccccc3",1,1
"7801",7801,"mauve","","",407617,"Cc1ccc(cc1)[n+]2c3cc(N)c(C)cc3nc4cc(C)c(Nc5ccccc5)cc24",2,2
"7811",7811,"Bindschedler's green","","",73516,"CN(C)c1ccc(cc1)N=C2C=CC(=[N+](C)C)C=C2",1,1
"7813",7813,"Brilliant Cresyl Blue","","",24181324,"CCN(CC)c1cc2OC3=CC(=N)C=C(N)C3=Nc2cc1C",1,1
"7821",7821,"capri blue","","",102162,"CCN(CC)c1cc2[o+]c3cc(ccc3nc2cc1C)N(C)C",1,1
"7833",7833,"krisolamine",NA,NA,NA,"Nc1ccc(N)c2C(=O)c3ccccc3C(=O)c12",1,1
"7853",7853,"2,6-Dichloro-7-methylpurine","","",75281,"Cn1cnc2nc(Cl)nc(Cl)c12",1,1
"8101",8101,"Inosite",NA,NA,NA,"OC1C(O)C(O)C(O)C(O)C1O",1,1
"8117",8117,"erycorbin",NA,NA,NA,"OCC(O)C1OC(=O)C(=C1O)O",1,1
"8120",8120,"mycoin",NA,NA,NA,"OC1OCC=C2OC(=O)C=C12",5,5
"8174",8174,"Phenylbiguanide mbt-salt","","",3034162,"NC(=N)NC(=N)Nc1ccccc1.S=C2Nc3ccccc3S2",1,1
"8179",8179,"",NA,NA,NA,"NC(=O)Nc1n[nH]c(n1)c2ccccc2",1,1
"8360",8360,"N-(6-Chloro-2-methoxyacridin-9-yl)-N',N'-diethyl-1-(4-fluorophenyl)butane-1,4-diamine","","",222439,"CCN(CC)CCCC(Nc1c2ccc(Cl)cc2nc3ccc(OC)cc13)c4ccc(F)cc4",1,1
"8552",8552,"9-Chlorophenanthrene","","",13694,"Clc1cc2ccccc2c3ccccc13",1,1
"8643",8643,"gallamine blue","","",135436514,"CN(C)c1ccc2nc3c(cc(O)c(O)c3[o+]c2c1)C(=O)N",1,1
"8672",8672,"hofmann's violet","","",24181402,"CCNc1ccc(cc1)C(=C2C=CC(=N)C=C2)c3ccc(N(CC)CC)c(C)c3",1,1
"8673",8673,"iodine green","","",54605107,"CN(C)c1ccc(cc1C)C(=C2C=CC(=[N+](C)C)C=C2)c3ccc(cc3)[N+](C)(C)C",1,1
"8675",8675,"ethyl violet","","",16955,"CCN(CC)c1ccc(cc1)C(=C2C=CC(=[N+](CC)CC)C=C2)c3ccc(cc3)N(CC)CC",2,1
"8704",8704,"dyodin",NA,NA,NA,"Oc1c(I)cc(I)c2cccnc12",1,1
"8786",8786,"diacetoxybutyltin","","",16682740,"CCCC[Sn](CCCC)(OC(=O)C)OC(=O)C",2,2
"8806",8806,"Melphalan","FDA approved","A7|AlkAg",NA,"N[C@@H](Cc1ccc(cc1)N(CCCl)CCCl)C(=O)O",51,42
"8974",8974,"Bis(4-bromophenyl)iodanium;hydroiodide","","",54609012,"Brc1ccc([I+]c2ccc(Br)cc2)cc1",1,1
"8982",8982,"Diphenyliodanium;2,4,6-trinitrophenol","","",24181416,"[I+](c1ccccc1)c2ccccc2",1,1
"8985",8985,"Di-p-tolyliodinium bromide",NA,NA,NA,"Cc1ccc([I+]c2ccc(C)cc2)cc1",1,1
"8994",8994,"Bis(4-tert-butylphenyl)iodanium;hydrochloride","","",54602012,"CC(C)(C)c1ccc([I+]c2ccc(cc2)C(C)(C)C)cc1",1,1
"8995",8995,"rot c",NA,NA,NA,"Oc1ccc2ccccc2c1N=Nc3ccc(cc3)N=Nc4ccccc4",1,1
"9037",9037,"3H-Xanthen-3-one, 2,6,7-trihydroxy-9-(o-hydroxy-phenyl)-","","",72722,"OC1=CC2=C(c3ccccc3O)c4cc(O)c(O)cc4OC2=CC1=O",1,1
"9168",9168,"fumidil",NA,NA,NA,"COC1C(CCC2(CO2)C1C3(C)OC3CC=C(C)C)OC(=O)\C=C\C=C\C=C\C=C/C(=O)O",3,1
"9170",9170,"thiocolciran","","",17649,"COc1cc2CC[C@H](N)C3=CC(=O)C(=CC=C3c2c(OC)c1OC)SC",5,2
"9291",9291,"naphthol blue (van)","","",101929,"CN(C)c1ccc2nc3c(ccc4ccccc34)[o+]c2c1",2,1
"9358",9358,"pada","","",81528,"CN(C)c1ccc(cc1)N=Nc2ccccn2",1,1
"9403",9403,"methylene green (van)",NA,NA,NA,"CN(C)c1ccc2nc3ccc(N(C)C)c(c3[s+]c2c1)[N+](=O)[O-]",1,1
"9404",9404,"safranin bluish",NA,NA,NA,"CN(C)c1ccc2nc3ccc(N)cc3[n+](c4ccccc4)c2c1",2,2
"9594",9594,"safranin bluish",NA,NA,NA,"CN(C)c1ccc2nc3ccc(N)cc3[n+](c4ccccc4)c2c1",1,1
"9598",9598,"Azur I","","",68275,"CNc1ccc2nc3ccc(cc3[s+]c2c1)N(C)C",1,1
"9605",9605,"methylene blue nn",NA,NA,NA,"CCNc1cc2[s+]c3cc(NCC)c(C)cc3nc2cc1C",1,1
"9608",9608,"1-(naphthalen-2-yl)-9,10-dioxo-9,10-dihydroanthracene-2-...","","",222760,"OC(=O)c1ccc2C(=O)c3ccccc3C(=O)c2c1c4ccc5ccccc5c4",1,1
"9609",9609,"janus red",NA,NA,NA,"Cc1cc(ccc1N=Nc2cccc(c2)[N+](C)(C)C)N=Nc3c(O)ccc4ccccc34",3,2
"9610",9610,"janus black","","",135436529,"CCN(CC)c1ccc2nc3ccc(cc3[n+](c4ccccc4)c2c1)\N=N\c5ccc(O)cc5",1,1
"9612",9612,"nile blue bb","","",20520,"CCN(CC)c1ccc2nc3c(cc(NCc4ccccc4)c5ccccc35)[o+]c2c1",2,1
"9665",9665,"gelcohol","","",222778,"CO[C@@H]1[C@H](O)CC[C@]2(CO2)[C@H]1[C@@]3(C)O[C@@H]3CC=C(C)C",1,1
"9667",9667,"N-Ethyl-N,N-dimethyl-2-[2-(4-octylphenoxy)ethoxy]ethan-1-aminium dodecane-1-sulfonate","","",24181516,"CCCCCCCCCCCCS(=O)(=O)[O-].CCCCCCCCc1ccc(OCCOCC[N+](C)(C)CC)cc1",1,1
"9704",9704,"lutex",NA,NA,NA,"CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C",1,1
"9706",9706,"Triethylenemelamine","FDA approved","A7|AlkAg",5799,"C1CN1c2nc(nc(n2)N3CC3)N4CC4",128,117
"9768",9768,"2,4-Dichloro-6-[(5-chloro-2-hydroxyphenyl)methyl]phenol","","",222840,"Oc1ccc(Cl)cc1Cc2cc(Cl)cc(Cl)c2O",1,1
"9771",9771,"2,6-Bis[(3,5-dichloro-2-hydroxyphenyl)methyl]-4-pentan-2-ylphenol","","",222841,"CCCC(C)c1cc(Cc2cc(Cl)cc(Cl)c2O)c(O)c(Cc3cc(Cl)cc(Cl)c3O)c1",1,1
"9853",9853,"orange y",NA,NA,NA,"[Na+].Oc1ccc2ccccc2c1N=Nc3ccc(cc3)S(=O)(=O)O",2,1
"9855",9855,"phenosafranin",NA,NA,NA,"Nc1ccc2nc3ccc(N)cc3[n+](c4ccccc4)c2c1",1,1
"9856",9856,"red oil","","",445639,"CCCCCCCC\C=C/CCCCCCCC(=O)O",5,1
"9858",9858,"new fuchsin",NA,NA,NA,"CC1=CC(=C(c2ccc(N)c(C)c2)c3ccc(N)c(C)c3)C=CC1=N",2,2
"9921",9921,"pentamide","","",4735,"NC(=N)c1ccc(OCCCCCOc2ccc(cc2)C(=N)N)cc1",1,1
"9936",9936,"kutizon",NA,NA,NA,"CC(C)c1ccc(\C=N\NC(=S)N)cc1",1,1
"9951",9951,"decyltrimethylammonium bromide","","",16388,"CCCCCCCCCC[N+](C)(C)C",1,1
"10010",10010,"N,N-Bis(2-methyl-6-methoxy-4-quinaldyl)-1,9-diamino- non...",NA,NA,NA,"COc1ccc2nc(C)cc(NCCCCCCCCCNc3cc(C)nc4ccc(OC)cc34)c2c1",3,3
"10018",10018,"benzimidazole, 1-dodecyl-2-methyl-, hydrobromide",NA,NA,NA,"CCCCCCCCCCCCn1c(C)nc2ccccc12",1,1
"10036",10036,"2-(4-Chlorophenyl)-N-(7-chloroquinolin-4-yl)-N',N'-diethylbutane-1,4-diamine","","",222938,"CCN(CC)CCC(CNc1ccnc2cc(Cl)ccc12)c3ccc(Cl)cc3",1,1
"10037",10037,"N-(7-Chloroquinolin-4-yl)-N',N'-diethyl-2-phenylbutane-1,4-diamine","","",222939,"CCN(CC)CCC(CNc1ccnc2cc(Cl)ccc12)c3ccccc3",1,1
"10438",10438,"resazoin",NA,NA,NA,"Oc1ccc2c(OC3=CC(=O)C=CC3=[N+]2[O-])c1",2,2
"10460",10460,"p-Fuchsin",NA,NA,NA,"Nc1ccc(cc1)C(=C2C=CC(=N)C=C2)c3ccc(N)cc3",4,3
"10466",10466,"Basic Fuchsin",NA,NA,NA,"Cc1cc(ccc1N)C(=C2C=CC(=N)C=C2)c3ccc(N)cc3",2,2
"10483",10483,"Desoximetasone","","",5754,"C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)CO)[C@@]4(C)C[C@H](O)[C@H]23",2,2
"10492",10492,"2-(4-chlorophenyl)-N-(7-chloroquinolin-4-yl)-N',N'-dieth...",NA,NA,NA,"CCN(CC)CCCC(CNc1ccnc2cc(Cl)ccc12)c3ccc(Cl)cc3",1,1
"10517",10517,"2m2pm",NA,NA,NA,"CN(C)c1ccc(\C=C\c2cccc[n+]2C)cc1",1,1
"10520",10520,"2-[(Z)-2-(4-Chlorophenyl)ethenyl]-1-methylquinolin-1-ium iodide","","",54598850,"C[n+]1c(\C=C\c2ccc(Cl)cc2)ccc3ccccc13",1,1
"10526",10526,"",NA,NA,NA,"CN(C)c1ccc(\C=C\c2sc3ccccc3[n+]2C)cc1",1,1
"10534",10534,"1,3,3-Trimethyl-2-[(1Z,3E)-4-phenylbuta-1,3-dienyl]indol-1-ium;iodide","","",54609031,"C[N+]1=C(\C=C\C=C\c2ccccc2)C(C)(C)c3ccccc13",1,1
"10535",10535,"",NA,NA,NA,"CN(C)c1ccc(\C=C\C2=[N+](C)c3ccccc3C2(C)C)cc1",1,1
"10587",10587,"1-Naphthalenemethanol, .alpha.-[2-(dibutylamino)-1,1-dim...","","",24181636,"CCCCN(CCCC)CC(C)(C)C(O)c1ccc(OC)c2ccccc12",1,1
"10594",10594,"N-(2,3-Dimethoxy-6-nitroacridin-9-yl)-N',N'-diethyl-2-phenylbutane-1,4-diamine;hydrochloride","","",24181641,"CCN(CC)CCC(CNc1c2ccc(cc2nc3cc(OC)c(OC)cc13)[N+](=O)[O-])c4ccccc4",1,1
"10641",10641,"1-(5-Chloro-2-methoxyphenyl)-2-(dipentylamino)ethanol;hydrochloride","","",24181655,"CCCCCN(CCCCC)CC(O)c1cc(Cl)ccc1OC",1,1
"10660",10660,"1-(4-Chloronaphthalen-1-yl)-2-(dipentylamino)ethanol;hydrochloride","","",24181664,"CCCCCN(CCCCC)CC(O)c1ccc(Cl)c2ccccc12",1,1
"10667",10667,"phenothiazin-5-ium (9ci), 7-(dibutylamino)-3-(diethylami...","","",24181669,"CCCCN(CCCC)c1ccc2nc3c(C)cc(cc3[s+]c2c1)N(CC)CC",1,1
"10721",10721,"Cortef fluid","","",223253,"C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)COC(=O)CCC5CCCC5)[C@@]4(C)C[C@H](O)[C@H]23",1,1
"10848",10848,"ALBB-015765","","",223320,"Oc1cccc2c3OC(=O)C4=C(CCCC4)c3ccc12",1,1
"11051",11051,"",NA,NA,NA,"CCCCN(CCCC)CCCCNc1c(C)cnc2cc(Cl)ccc12",1,1
"11216",11216,"Indophenol, 2,6-dibromo-, monosodium salt",NA,NA,NA,"Oc1ccc(cc1)N=C2C=C(Br)C(=O)C(=C2)Br",1,1
"11225",11225,"klot",NA,NA,NA,"CN(C)c1ccc2nc3cc(C)c(N)cc3[s+]c2c1",2,2
"11232",11232,"sudan r",NA,NA,NA,"COc1ccccc1N=Nc2c(O)ccc3ccccc23",2,2
"11235",11235,"thioflavine","","",16953,"CN(C)c1ccc(cc1)c2sc3cc(C)ccc3[n+]2C",2,2
"11240",11240,"basic blue k","","",16599,"CCNc1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c3ccc(cc3)N(C)C)c4ccccc14",2,2
"11241",11241,"sudan red","","",11980862,"[Cl-].[Cl-].Nc1cc2c(nc3c4ccccc4ccc3[n+]2c5cccc6ccccc56)c7ccccc17.Nc8cc9c(nc%10c%11ccccc%11c(N)cc%10[n+]9c%12cccc%13ccccc%12%13)c%14ccccc8%14",2,2
"11420",11420,"3-(Dipentylamino)-1-(4-methoxynaphthalen-1-yl)-2,2-dimethylpropan-1-ol","","",223647,"CCCCCN(CCCCC)CC(C)(C)C(O)c1ccc(OC)c2ccccc12",1,1
"11452",11452,"ANTINEOPLASTIC-11452","","",223660,"O=[As]c1ccc(cc1)S(=O)(=O)Nc2ccccc2",1,1
"11461",11461,"Usaf Sn-31","","",6967,"CN(C)C(=S)Sc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]",2,2
"11511",11511,"NIOSH/GY7277500","","",223673,"CC1C(=O)C(=C(c2ccccc2)C1(O)c3ccccc3)C",1,1
"11590",11590,"9AD2B660I3","","",20684,"OCCNc1ncnc2nc[nH]c12",1,1
"11624",11624,"Maybridge3_001738","","",223719,"Cn1ncc2c(Sc3ccc(Cl)cc3)ncnc12",1,1
"11663",11663,"1-Phenyl-4-propoxy-6-(propylsulfanyl)-1h-pyrazolo[3,4-d]pyrimidine","","",223750,"CCCOc1nc(SCCC)nc2c1cnn2c3ccccc3",1,1
"11667",11667,"1H-Pyrazolo[3,4-d]pyrimidine, 4,6-bis(p-bromoanilino)-1-...","","",223752,"Cn1ncc2c(Nc3ccc(Br)cc3)nc(Nc4ccc(Br)cc4)nc12",1,1
"11668",11668,"N4,N6-bis(3-chlorophenyl)-1-methyl-1H-pyrazolo[3,4-d]pyr...","","",223753,"Cn1ncc2c(Nc3cccc(Cl)c3)nc(Nc4cccc(Cl)c4)nc12",2,2
"11713",11713,"c.i. pigment red 64 (8ci)","","",80753,"OC(=O)c1cc2ccccc2c(N=Nc3ccccc3)c1O",1,1
"11773",11773,"mida","","",20441,"CN(CC(=O)O)CC(=O)O",1,1
"11841",11841,"TimTec1_005460","","",223821,"COc1ccc2OC(=O)C=C(C)c2c1",1,1
"11881",11881,"benzoylleukomethylene blue","","",94975,"CN(C)c1ccc2N(C(=O)c3ccccc3)c4ccc(cc4Sc2c1)N(C)C",1,1
"11897",11897,"Phthiocol","","",10221,"CC1=C(O)C(=O)c2ccccc2C1=O",2,1
"11905",11905,"lapachol",NA,NA,NA,"CC(=CCC1=C(O)C(=O)c2ccccc2C1=O)C",4,2
"11926",11926,"tardolyt",NA,NA,NA,"COc1cccc2c1cc(c3c(cc4OCOc4c23)C(=O)O)[N+](=O)[O-]",2,2
"11963",11963,"2-Benzyl-6-[[2-[(3-benzyl-5-chloro-2-hydroxyphenyl)methylamino]ethylamino]methyl]-4-chlorophenol;hydrochloride","","",24181851,"Oc1c(CNCCNCc2cc(Cl)cc(Cc3ccccc3)c2O)cc(Cl)cc1Cc4ccccc4",1,1
"11969",11969,"3,4,6-Trichloro-2-[[2-[(2,3,5-trichloro-6-hydroxyphenyl)methylamino]ethylamino]methyl]phenol","","",223883,"Oc1c(Cl)cc(Cl)c(Cl)c1CNCCNCc2c(O)c(Cl)cc(Cl)c2Cl",1,1
"11981",11981,"3-Methyl-8-(pentyliminomethyl)-5-propan-2-yl-2-[1,6,7-trihydroxy-3-methyl-8-(pentyliminomethyl)-5-propan-2-ylnaphthalen-2-yl]naphthalene-1,6,7-triol","","",223889,"CCCCC\N=C\c1c(O)c(O)c(C(C)C)c2cc(C)c(c(O)c12)c3c(C)cc4c(C(C)C)c(O)c(O)c(\C=N\CCCCC)c4c3O",1,1
"11991",11991,"REGID_for_CID_223899","","",223899,"CC(C)(C)C1=NN=C2C1C(=O)c3ccccc23",1,1
"12097",12097,"Resorufin","","",69462,"Oc1ccc2N=C3C=CC(=O)C=C3Oc2c1",2,2
"12113",12113,"1,2-Dimethoxy-4-(2-nitropropenyl)benzene",NA,NA,NA,"COc1ccc(\C=C(/C)\[N+](=O)[O-])cc1OC",1,1
"12129",12129,"7-Hydroxy-8-[[4-[4-[(2-hydroxy-8-sulfonaphthalen-1-yl)diazenyl]phenyl]sulfonylphenyl]diazenyl]naphthalene-1-sulfonic acid","","",223984,"Oc1ccc2cccc(c2c1N=Nc3ccc(cc3)S(=O)(=O)c4ccc(cc4)N=Nc5c(O)ccc6cccc(c56)S(=O)(=O)O)S(=O)(=O)O",1,1
"12150",12150,"Decanediamide, N,N'-bis(4-amino-2-methyl-6-quinolyl)-, d...",NA,NA,NA,"Cc1cc(N)c2cc(NC(=O)CCCCCCCCC(=O)Nc3ccc4nc(C)cc(N)c4c3)ccc2n1",2,2
"12161",12161,"Crotonosid",NA,NA,NA,"NC1=NC(=O)Nc2c1ncn2C3OC(CO)C(O)C3O",1,1
"12174",12174,"isoflupredone",NA,NA,NA,"CC12CC(O)C3(F)C(CCC4=CC(=O)C=CC34C)C1CCC2(O)C(=O)CO",3,2
"12181",12181,"3-(6-Hydroxy-3-oxo-3H-xanthen-9-yl)-1-phenyl-2-naphthoic acid","","",408250,"OC(=O)c1c(cc2ccccc2c1c3ccccc3)C4=C5C=CC(=O)C=C5Oc6cc(O)ccc46",3,2
"12198",12198,"Dromostanolone Propionate","FDA approved","Ho",224004,"CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CC(=O)[C@H](C)C[C@]4(C)[C@H]3CC[C@]12C",2,2
"12455",12455,"beacon red",NA,NA,NA,"[Na+].OC(=O)c1ccccc1N=Nc2c(O)c(cc3cc(ccc23)S(=O)(=O)O)S(=O)(=O)O",2,1
"12516",12516,"4-(6-Chloro-2-methoxyacridin-9-ylamino)-2-(pyrrolidin-1-...","","",24181914,"COc1ccc2nc3cc(Cl)ccc3c(Nc4ccc(O)c(CN5CCCC5)c4)c2c1",1,1
"12517",12517,"N-Benzyl-1-methyl-7-propan-2-yl-3,4,4a,9,10,10a-hexahydro-2H-phenanthren-1-amine;hydrochloride","","",24181915,"CC(C)c1ccc2C3CCCC(C)(NCc4ccccc4)C3CCc2c1",1,1
"12650",12650,"ANTINEOPLASTIC-12650","","",224279,"Oc1ccc(cc1)N=Nc2ccc(cc2)[As](=O)(O)O",1,1
"12825",12825,"NCIMech_000116","","",224423,"Oc1c(Br)c(nc2ccccc12)c3ccccc3",4,2
"12865",12865,"Quinine, hydrobromide, hydrate","","",11068,"COc1ccc2nccc(C(O)C3CC4CCN3CC4C=C)c2c1",1,1
"12969",12969,"c.i. 37511",NA,NA,NA,"Oc1cc2ccccc2cc1C(=O)Nc3cccc(Cl)c3",1,1
"13002",13002,"win 1701","","",25926,"CN(C)c1ccc(Nc2c3ccccc3nc4ccccc24)cc1",2,1
"13003",13003,"wln: t c666 bnj eo1 fo1 im1yq1n2&2 mnw &gh 2",NA,NA,NA,"CCN(CC)CC(O)CNc1c2ccc(cc2nc3cc(OC)c(OC)cc13)[N+](=O)[O-]",1,1
"13006",13006,"Ethanol, 2-[(2-[(2-methoxy-9-acridinyl)amino]ethyl)amino...","","",24181963,"COc1ccc2nc3ccccc3c(NCCNCCO)c2c1",2,2
"13051",13051,"4-[(6-Chloro-2-methoxyacridin-9-yl)amino]-5-methyl-2-propan-2-ylphenol","","",224524,"COc1ccc2nc3cc(Cl)ccc3c(Nc4cc(C(C)C)c(O)cc4C)c2c1",2,1
"13052",13052,"",NA,NA,NA,"CCN(CC)CCCC(CNc1ccnc2cc(Cl)ccc12)c3ccc(Cl)cc3",2,2
"13055",13055,"TCMDC-142279","","",459702,"CCCCN(CCCC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O",1,1
"13119",13119,"l-trp",NA,NA,NA,"NC(Cc1c[nH]c2ccccc12)C(=O)O",5,3
"13128",13128,"nicota",NA,NA,NA,"NC(=O)c1cccnc1",1,1
"13151",13151,"J-501875","","",5354553,"Oc1ccc(cc1)C(=O)\C=C\c2ccccc2Cl",2,2
"13162",13162,"Cadmium;4-chlorobenzenesulfonic acid","","",54603804,"[Cd+2].OS(=O)(=O)c1ccc(Cl)cc1",1,1
"13204",13204,"AK-38589","","",95001,"Nc1nnc2cc(Cl)ccc2n1",1,1
"13239",13239,"NCI-13239","","",224604,"CCCCNc1c(CN)cnc2cc(Cl)ccc12",1,1
"13248",13248,"",NA,NA,NA,"CCN1CCC(CC1)Nc2ccnc3cc(Cl)ccc23",1,1
"13275",13275,"5,6-Dimethoxy-N-(2-piperidin-2-ylethyl)quinolin-8-amine;hydroiodide","","",24182013,"COc1cc(NCCC2CCCCN2)c3ncccc3c1OC",1,1
"13300",13300,"",NA,NA,NA,"CCN(CC)CCC(CNc1ccnc2cc(Cl)ccc12)c3ccc(OC)cc3",1,1
"13307",13307,"9-Phenanthrenemethanol, 6-bromo-.alpha.-[(diheptylamino)...","","",45049470,"CCCCCCCN(CCCCCCC)CC(O)c1cc2ccccc2c3cc(Br)ccc13",1,1
"13314",13314,"",NA,NA,NA,"COc1cc(NC(C)CCCNC(C)C)c2ncccc2c1OC",1,1
"13316",13316,"(2-(4-chlorophenyl)quinolin-4-yl)(piperidin-2-yl)methanol","","",224644,"OC(C1CCCCN1)c2cc(nc3ccccc23)c4ccc(Cl)cc4",2,1
"13317",13317,"N-[(7-Chloro-2-phenylquinolin-4-yl)methyl]-N',N'-diethylpropane-1,3-diamine;sulfuric acid","","",54609285,"CCN(CC)CCCNCc1cc(nc2cc(Cl)ccc12)c3ccccc3",1,1
"13318",13318,"N',N'-Diethyl-N-[(2-phenylquinolin-4-yl)methyl]propane-1,3-diamine;sulfuric acid","","",54602013,"CCN(CC)CCCNCc1cc(nc2ccccc12)c3ccccc3",1,1
"13378",13378,"",NA,NA,NA,"COc1cc(NCCC2CCCCN2)c3ncccc3c1",2,2
"13380",13380,"2-(6-Methoxy-2-methylquinolin-4-ylthio)benzo[d]thiazole","","",224687,"COc1ccc2nc(C)cc(Sc3nc4ccccc4s3)c2c1",2,2
"13397",13397,"Triamcinolone","","",31307,"C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1C[C@@H](O)[C@]2(O)C(=O)CO",1,1
"13477",13477,"4-N-(7-Chloro-3-phenylquinolin-4-yl)-1-N,1-N-diethylpentane-1,4-diamine;hydroiodide","","",24182056,"CCN(CC)CCCC(C)Nc1c(cnc2cc(Cl)ccc12)c3ccccc3",2,1
